ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3000	"ENSMUSG00000038502"	"Ptov1"	chr7	-	44512958	44513911	44512958	44513156	44513806	44513911	3000	248,177,204	215,169,228	204,203,208	155,195,180	98	49	0.284493190928	0.8859171141795291	0.366,0.344,0.309	0.397,0.342,0.366	-0.029
3001	"ENSMUSG00000038502"	"Ptov1"	chr7	-	44514185	44514426	44514185	44514259	44514336	44514426	3001	133,101,135	121,96,131	125,189,154	109,92,92	98	49	0.0125060795778	0.2357005463047706	0.355,0.345,0.34	0.364,0.507,0.456	-0.096
3002	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48400000	48402238	48400000	48401288	48402147	48402238	3002	22,27,21	127,164,107	30,27,25	131,124,121	98	49	0.271746233253	0.8782107799486584	0.08,0.076,0.089	0.103,0.098,0.094	-0.017
3003	"ENSMUSG00000011658"	"Fuz"	chr7	+	44546943	44548124	44546943	44547048	44547926	44548124	3003	28,24,26	15,9,17	35,47,32	20,19,11	98	49	0.536551099102	1.0	0.483,0.571,0.433	0.467,0.553,0.593	-0.042
3004	"ENSMUSG00000011658"	"Fuz"	chr7	+	44546943	44548124	44546943	44547048	44547939	44548124	3004	32,23,26	0,0,1	35,49,32	0,3,0	98	49	0.864761372271	1.0	1.0,1.0,0.929	1.0,0.891,1.0	0.013
3005	"ENSMUSG00000011658"	"Fuz"	chr7	+	44548408	44550048	44548408	44548515	44549556	44550048	3005	17,8,17	0,0,1	17,23,16	0,0,0	98	49	1	1.0	1.0,1.0,0.895	1.0,1.0,1.0	-0.035
3006	"ENSMUSG00000011658"	"Fuz"	chr7	+	44548408	44550048	44548408	44548810	44549556	44550048	3006	7,7,9	29,18,27	11,7,5	27,27,27	98	49	0.818590483687	1.0	0.108,0.163,0.143	0.169,0.115,0.085	0.015
3007	"ENSMUSG00000060279"	"Ap2a1"	chr7	-	44552172	44552480	44552172	44552262	44552397	44552480	3007	34,36,28	66,85,77	24,28,26	70,88,81	98	49	0.151747312533	0.7245849485649456	0.205,0.175,0.154	0.146,0.137,0.138	0.038
3008	"ENSMUSG00000007589"	"Tinf2"	chr14	-	55917471	55918164	55917471	55917913	55918067	55918164	3008	81,63,99	65,38,55	98,112,101	60,54,56	98	49	0.299283737395	0.9037777416247849	0.384,0.453,0.474	0.45,0.509,0.474	-0.041
3009	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	44776414	44776698	44776414	44776511	44776632	44776698	3009	521,658,480	11,7,4	494,521,499	6,11,8	98	49	0.470963776268	0.9969830384529708	0.959,0.979,0.984	0.976,0.959,0.969	0.006
3010	"ENSMUSG00000074129"	"Rpl13a"	chr7	-	44776414	44776698	44776414	44776516	44776632	44776698	3010	99,86,71	3713,4815,3255	83,90,99	3200,3362,3235	98	49	0.0586023427335	0.488157514970055	0.013,0.009,0.011	0.013,0.013,0.015	-0.003
3011	"ENSMUSG00000110206"	"Flt3l"	chr7	-	44781651	44783450	44781651	44781836	44783305	44783450	3011	85,40,73	15,8,19	119,120,94	24,22,27	98	49	0.837086792446	1.0	0.739,0.714,0.658	0.713,0.732,0.635	0.01
3012	"ENSMUSG00000110206"	"Flt3l"	chr7	-	44781651	44783450	44781651	44781836	44783321	44783450	3012	90,41,82	1,0,1	136,138,101	1,6,0	98	49	0.138047590724	0.6954116357523323	0.978,1.0,0.976	0.986,0.92,1.0	0.016
3014	"ENSMUSG00000021728"	"Emb"	chr13	+	117385807	117386322	117385807	117386000	117386236	117386322	3014	26,25,25	209,186,179	29,25,23	190,190,187	98	49	0.904738178448	1.0	0.059,0.063,0.065	0.071,0.062,0.058	-0.001
3019	"ENSMUSG00000064158"	"Izumo1"	chr7	+	45274545	45275119	45274545	45274646	45274965	45275119	3019	1,1,1	0,0,0	2,1,2	0,0,2	98	49	0.572379081496	1.0	1.0,1.0,1.0	1.0,1.0,0.333	0.222
3021	"ENSMUSG00000034667"	"Xpot"	chr10	-	121447380	121447617	121447380	121447458	121447578	121447617	3021	79,176,76	4,4,3	59,82,79	3,2,3	98	49	0.923099513521	1.0	0.908,0.957,0.927	0.908,0.953,0.929	0.001
3022	"ENSMUSG00000003273"	"Car11"	chr7	+	45352256	45352558	45352256	45352352	45352485	45352558	3022	27,21,13	3,7,5	4,8,6	1,3,2	98	49	0.729985552617	1.0	0.818,0.6,0.565	0.667,0.571,0.6	0.048
3025	"ENSMUSG00000040136"	"Abcc8"	chr7	-	45755232	45756112	45755232	45755366	45756008	45756112	3025	2,2,1	2,3,1	2,0,3	1,2,2	98	49	0.392357550843	0.9644272972073197	0.333,0.25,0.333	0.5,0.0,0.429	-0.004
3026	"ENSMUSG00000040136"	"Abcc8"	chr7	-	45756661	45757638	45756661	45756740	45757507	45757638	3026	2,4,2	1,2,4	1,0,0	4,4,3	98	49	5.33983497967e-05	0.01024868709961404	0.5,0.5,0.2	0.111,0.0,0.0	0.363
3028	"ENSMUSG00000006763"	"Saal1"	chr7	-	46349059	46351385	46349059	46349142	46351204	46351385	3028	11,19,12	34,56,36	8,15,11	25,35,28	98	49	0.653343933332	1.0	0.139,0.145,0.143	0.138,0.176,0.164	-0.017
3029	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58291040	58291776	58291040	58291271	58291630	58291776	3029	8,9,8	32,31,31	8,11,8	28,39,32	98	49	0.924631663249	1.0	0.111,0.127,0.114	0.125,0.124,0.111	-0.003
3031	"ENSMUSG00000033790"	"Tubgcp5"	chr7	+	55475327	55476069	55475327	55475453	55475980	55476069	3031	29,24,11	32,43,38	22,21,14	45,47,50	98	49	0.220855971867	0.8346243016483077	0.312,0.218,0.126	0.196,0.183,0.123	0.051
3032	"ENSMUSG00000034799"	"Unc13a"	chr8	-	72115124	72115572	72115124	72115179	72115483	72115572	3032	0,0,0	3,1,0	0,0,1	1,1,1	98	49	1	1.0	0.0,0.0,NA	0.0,0.0,0.333	-0.111
3033	"ENSMUSG00000034799"	"Unc13a"	chr8	-	72115124	72115572	72115124	72115179	72115498	72115572	3033	2,0,0	1,1,0	0,0,1	0,2,4	98	49	1	1.0	0.5,0.0,NA	NA,0.0,0.111	0.195
3036	"ENSMUSG00000036966"	"Spryd3"	chr15	-	102038712	102039225	102038712	102038848	102039100	102039225	3036	0,0,0	22,17,22	0,1,0	30,32,25	98	49	1	1.0	0.0,0.0,0.0	0.0,0.015,0.0	-0.005
3037	"ENSMUSG00000025178"	"Pi4k2a"	chr19	+	42103475	42104457	42103475	42103575	42104323	42104457	3037	20,15,15	48,38,40	21,22,10	28,44,44	98	49	0.631298527764	1.0	0.172,0.165,0.158	0.273,0.2,0.102	-0.027
3040	"ENSMUSG00000040482"	"Dxo"	chr17	+	35057523	35057883	35057523	35057659	35057788	35057883	3040	32,40,33	63,48,65	31,51,33	47,58,56	98	49	0.381475468567	0.9613545004514703	0.203,0.294,0.202	0.248,0.305,0.228	-0.027
3041	"ENSMUSG00000040482"	"Dxo"	chr17	+	35057788	35058113	35057788	35057883	35057962	35058113	3041	41,49,31	47,38,50	43,42,68	45,56,45	98	49	0.521170022799	1.0	0.304,0.392,0.237	0.323,0.273,0.43	-0.031
3042	"ENSMUSG00000034187"	"Nsf"	chr11	-	103804141	103804734	103804141	103804217	103804626	103804734	3042	3,1,2	42,54,55	4,6,1	57,65,49	98	49	0.231597917452	0.8526897911050432	0.034,0.009,0.018	0.034,0.044,0.01	-0.009
3043	"ENSMUSG00000043716"	"Rpl7"	chr1	-	16172915	16173558	16172915	16173053	16173391	16173558	3043	25,21,25	4732,6251,4450	30,18,21	4238,4536,4336	98	49	1	1.0	0.003,0.002,0.003	0.004,0.002,0.002	0.0
3044	"ENSMUSG00000043716"	"Rpl7"	chr1	-	16173391	16173908	16173391	16173558	16173733	16173908	3044	24,28,25	4091,5248,3605	32,16,18	3361,3777,3612	98	49	1	1.0	0.003,0.003,0.003	0.005,0.002,0.002	0.0
3045	"ENSMUSG00000002546"	"Golga2"	chr2	+	32189043	32189322	32189043	32189137	32189215	32189322	3045	10,13,20	74,68,71	15,8,8	66,71,71	98	49	0.232923408027	0.8541980142338788	0.063,0.087,0.123	0.102,0.053,0.053	0.022
3047	"ENSMUSG00000020680"	"Taf15"	chr11	+	83395467	83395930	83395467	83395536	83395656	83395930	3047	352,411,376	46,72,50	367,433,362	34,50,39	98	49	0.0261183422748	0.3360409981229323	0.793,0.741,0.79	0.844,0.812,0.823	-0.052
3048	"ENSMUSG00000021238"	"Aldh6a1"	chr12	-	84488844	84490562	84488844	84488919	84490502	84490562	3048	3,1,6	14,10,15	4,3,5	17,25,21	98	49	0.745836018437	1.0	0.097,0.048,0.167	0.105,0.057,0.106	0.015
3050	"ENSMUSG00000037470"	"Uggt1"	chr1	-	36201285	36202491	36201285	36201444	36202301	36202491	3050	11,7,7	103,108,94	13,11,11	104,99,109	98	49	0.24114658264	0.8573298850323494	0.051,0.031,0.036	0.059,0.053,0.048	-0.014
3051	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74564774	74570440	74564774	74568568	74570283	74570440	3051	90,69,107	277,224,295	110,116,124	295,316,290	98	49	0.213907071331	0.8268426469546312	0.14,0.133,0.154	0.157,0.155,0.176	-0.02
3052	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74575231	74576890	74575231	74575334	74576721	74576890	3052	43,40,53	285,248,268	51,43,56	312,317,277	98	49	0.894449631673	1.0	0.07,0.075,0.09	0.076,0.064,0.092	0.001
3053	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117530809	117532344	117530809	117530973	117532285	117532344	3053	60,37,58	3,4,4	71,59,64	3,1,4	98	49	0.22510345723	0.8390073481564687	0.909,0.822,0.879	0.922,0.967,0.889	-0.056
3054	"ENSMUSG00000000915"	"Hip1r"	chr5	+	124138774	124139374	124138774	124138837	124139268	124139374	3054	9,6,5	0,0,1	9,9,9	0,1,0	98	49	1	1.0	1.0,1.0,0.714	1.0,0.818,1.0	-0.035
3056	"ENSMUSG00000089847"	"Timm10b"	chr7	+	105289968	105290435	105289968	105290064	105290234	105290435	3056	56,38,51	99,104,92	62,58,48	100,121,91	98	49	0.55598022397	1.0	0.22,0.154,0.217	0.237,0.193,0.209	-0.016
3058	"ENSMUSG00000022212"	"Cpne6"	chr14	+	55752979	55753239	55752979	55753113	55753184	55753239	3058	0,0,0	0,0,1	0,1,1	0,0,0	98	49	1	1.0	NA,NA,0.0	NA,1.0,1.0	-1.0
3059	"ENSMUSG00000022212"	"Cpne6"	chr14	+	55753319	55753842	55753319	55753371	55753708	55753842	3059	1,0,0	0,0,0	0,1,1	0,1,1	98	49	1	1.0	1.0,NA,NA	NA,0.333,0.333	0.667
3062	"ENSMUSG00000005299"	"Letm1"	chr5	-	33902359	33903718	33902359	33902547	33903583	33903718	3062	29,22,33	100,130,107	25,39,20	84,104,104	98	49	0.481905787645	1.0	0.127,0.078,0.134	0.13,0.158,0.088	-0.012
3063	"ENSMUSG00000079507"	"H2-Q1"	chr17	+	35539796	35540526	35539796	35540066	35540250	35540526	3063	44,11,30	7,5,3	19,32,35	5,9,9	98	49	0.344988916555	0.9352053689720227	0.759,0.524,0.833	0.655,0.64,0.66	0.054
3064	"ENSMUSG00000079507"	"H2-Q1"	chr17	+	35542442	35544075	35542442	35542577	35543157	35544075	3064	32,25,55	2,1,6	21,28,43	2,3,2	98	49	0.913468831301	1.0	0.889,0.926,0.821	0.84,0.824,0.915	0.019
3069	"ENSMUSG00000084957"	"Bbip1"	chr19	-	53920560	53922001	53920560	53920636	53921921	53922001	3069	94,64,78	6,1,6	120,107,100	3,1,3	98	49	0.0372581963116	0.39536404493710575	0.887,0.97,0.867	0.952,0.982,0.943	-0.051
3070	"ENSMUSG00000048612"	"Myof"	chr19	-	37970325	37971458	37970325	37970356	37971407	37971458	3070	0,0,1	8,5,5	0,0,0	7,13,15	98	49	1	1.0	0.0,0.0,0.091	0.0,0.0,0.0	0.03
3071	"ENSMUSG00000047507"	"Baiap3"	chr17	-	25464110	25464369	25464110	25464219	25464289	25464369	3071	7,1,3	0,1,0	1,1,0	1,0,0	98	49	1	1.0	1.0,0.333,1.0	0.333,1.0,NA	0.111
3072	"ENSMUSG00000047507"	"Baiap3"	chr17	-	25466283	25466582	25466283	25466374	25466457	25466582	3072	1,0,1	4,1,0	0,0,1	0,2,1	98	49	1	1.0	0.111,0.0,1.0	NA,0.0,0.333	0.204
3073	"ENSMUSG00000040146"	"Rgl3"	chr9	-	21888034	21888273	21888034	21888156	21888240	21888273	3073	4,1,0	4,2,3	1,2,4	4,3,5	98	49	0.632825329449	1.0	0.333,0.2,0.0	0.111,0.25,0.286	-0.038
3074	"ENSMUSG00000040146"	"Rgl3"	chr9	-	21888034	21888572	21888034	21888273	21888485	21888572	3074	5,3,3	4,2,1	3,3,11	4,4,5	98	49	0.803499356058	1.0	0.385,0.429,0.6	0.273,0.273,0.524	0.115
3075	"ENSMUSG00000040146"	"Rgl3"	chr9	-	21888034	21888725	21888034	21888572	21888677	21888725	3075	1,3,0	10,6,7	2,2,1	3,2,6	98	49	0.255214154773	0.8591510323083846	0.048,0.2,0.0	0.25,0.333,0.077	-0.137
3076	"ENSMUSG00000038930"	"Rccd1"	chr7	-	79968606	79969089	79968606	79968774	79968993	79969089	3076	18,11,30	12,11,15	22,25,19	9,10,11	98	49	0.252152429978	0.8586230338999591	0.429,0.333,0.5	0.55,0.556,0.463	-0.102
3077	"ENSMUSG00000038930"	"Rccd1"	chr7	-	79969839	79970929	79969839	79969961	79970049	79970929	3077	39,31,36	9,4,8	27,30,32	8,6,11	98	49	0.301006626332	0.9037777416247849	0.684,0.795,0.692	0.628,0.714,0.593	0.079
3078	"ENSMUSG00000038930"	"Rccd1"	chr7	-	79969839	79970929	79969839	79969961	79970609	79970929	3078	36,29,36	2,0,0	29,43,45	0,0,0	98	49	1	1.0	0.9,1.0,1.0	1.0,1.0,1.0	-0.033
3079	"ENSMUSG00000038930"	"Rccd1"	chr7	-	79970049	79970929	79970049	79970446	79970609	79970929	3079	41,26,33	6,2,5	26,44,42	6,4,7	98	49	0.637324181523	1.0	0.774,0.867,0.767	0.684,0.846,0.75	0.043
3083	"ENSMUSG00000024170"	"Telo2"	chr17	-	25325745	25326104	25325745	25325882	25325962	25326104	3083	20,18,9	14,23,18	5,17,10	11,19,13	98	49	0.633784707298	1.0	0.417,0.281,0.2	0.185,0.309,0.278	0.042
3092	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85802652	85802913	85802652	85802761	85802845	85802913	3092	48,43,54	33,41,35	51,43,46	41,38,51	98	49	0.288751893005	0.8916786909107136	0.421,0.344,0.435	0.383,0.361,0.311	0.048
3093	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806336	85806417	85806854	3093	27,22,24	55,44,58	21,35,26	45,38,66	98	49	0.461728251676	0.9919268437036958	0.197,0.2,0.171	0.189,0.315,0.165	-0.034
3094	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806320	85806682	85806854	3094	67,81,64	0,2,0	65,87,73	0,0,0	98	49	1	1.0	1.0,0.953,1.0	1.0,1.0,1.0	-0.016
3095	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806417	85806854	85806417	85806466	85806682	85806854	3095	72,62,65	0,0,0	78,76,80	1,2,2	98	49	0.640502781177	1.0	1.0,1.0,1.0	0.975,0.95,0.952	0.041
3096	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806320	85806689	85806854	3096	69,83,67	0,0,1	71,91,80	0,0,0	98	49	1	1.0	1.0,1.0,0.971	1.0,1.0,1.0	-0.01
3097	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806417	85806854	85806417	85806466	85806689	85806854	3097	74,64,68	0,0,0	84,80,87	1,1,2	98	49	0.392216443051	0.9644272972073197	1.0,1.0,1.0	0.977,0.976,0.956	0.03
3098	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806209	85806854	85806209	85806336	85806748	85806854	3098	60,49,64	2,0,0	50,65,64	0,1,0	98	49	1	1.0	0.937,1.0,1.0	1.0,0.97,1.0	-0.011
3099	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85806417	85806854	85806417	85806466	85806748	85806854	3099	84,62,92	51,51,46	88,94,95	39,46,41	98	49	0.0808929587812	0.5796458895891579	0.452,0.378,0.5	0.53,0.505,0.537	-0.081
3100	"ENSMUSG00000044258"	"Ctla2a"	chr13	-	61083360	61083889	61083360	61083483	61083771	61083889	3100	3,1,7	39,13,30	3,5,3	24,52,48	98	49	0.446506862201	0.9829191469650138	0.037,0.037,0.104	0.059,0.046,0.03	0.014
3103	"ENSMUSG00000036067"	"Slc2a6"	chr2	-	26913099	26913655	26913099	26913261	26913546	26913655	3103	4,1,1	1,1,3	2,3,5	5,6,2	98	49	0.943522674077	1.0	0.667,0.333,0.143	0.167,0.2,0.556	0.073
3104	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	46433351	46433676	46433351	46433504	46433609	46433676	3104	27,27,23	1,2,3	33,33,28	5,3,0	98	49	0.802567187991	1.0	0.931,0.871,0.793	0.767,0.846,1.0	-0.006
3105	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	46433351	46433676	46433351	46433529	46433609	46433676	3105	4,7,5	17,33,29	17,7,12	23,15,24	98	49	0.00141241473823	0.07130554405730849	0.105,0.096,0.079	0.27,0.189,0.2	-0.126
3107	"ENSMUSG00000028256"	"Odf2l"	chr3	+	144831853	144833651	144831853	144831986	144833591	144833651	3107	0,2,2	11,2,6	0,0,2	14,10,5	98	49	0.382166102417	0.9613545004514703	0.0,0.333,0.143	0.0,0.0,0.167	0.103
3108	"ENSMUSG00000028256"	"Odf2l"	chr3	+	144851636	144854377	144851636	144851714	144854291	144854377	3108	17,10,21	1,1,0	13,20,14	0,0,0	98	49	1	1.0	0.895,0.833,1.0	1.0,1.0,1.0	-0.091
3109	"ENSMUSG00000064127"	"Med14"	chrX	-	12572537	12572931	12572537	12572684	12572770	12572931	3109	22,31,15	96,132,79	17,24,23	90,102,105	98	49	0.902246300477	1.0	0.103,0.105,0.087	0.086,0.105,0.099	0.002
3110	"ENSMUSG00000030214"	"Plbd1"	chr6	-	136593924	136594400	136593924	136594065	136594199	136594400	3110	23,14,7	63,39,36	18,28,20	65,55,46	98	49	0.309096992566	0.9083272559616543	0.154,0.152,0.089	0.122,0.203,0.179	-0.036
3112	"ENSMUSG00000030744"	"Rps3"	chr7	-	99131467	99131907	99131467	99131561	99131776	99131907	3112	373,567,366	4141,6061,3542	300,313,326	3211,3490,3392	98	49	0.799881355796	1.0	0.043,0.045,0.049	0.045,0.043,0.046	0.001
3113	"ENSMUSG00000073838"	"Tufm"	chr7	+	126088723	126089083	126088723	126088875	126088963	126089083	3113	34,33,21	106,118,109	22,39,28	96,125,101	98	49	0.822049168429	1.0	0.138,0.123,0.088	0.103,0.135,0.122	-0.004
3114	"ENSMUSG00000034218"	"Atm"	chr9	-	53444959	53445266	53444959	53445072	53445164	53445266	3114	1,1,1	25,43,21	0,2,1	15,7,16	98	49	1	1.0	0.02,0.011,0.023	0.0,0.125,0.03	-0.034
3115	"ENSMUSG00000020897"	"Aurkb"	chr11	+	68938999	68939470	68938999	68939191	68939331	68939470	3115	36,51,53	142,179,155	66,63,54	181,187,173	98	49	0.343943733737	0.9336686944706646	0.113,0.125,0.146	0.154,0.144,0.135	-0.016
3116	"ENSMUSG00000079334"	"Naa80"	chr9	+	107456298	107458134	107456298	107456584	107457655	107458134	3116	14,16,12	1,1,0	7,19,12	0,0,0	98	49	1	1.0	0.875,0.889,1.0	1.0,1.0,1.0	-0.079
3117	"ENSMUSG00000033685"	"Ucp2"	chr7	+	100143420	100146155	100143420	100143582	100145932	100146155	3117	129,87,163	1138,906,1309	138,170,193	1602,1483,1497	98	49	0.840981070432	1.0	0.054,0.046,0.059	0.041,0.054,0.061	0.001
3119	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156321799	156322185	156321799	156321974	156322056	156322185	3119	42,60,24	199,291,177	26,41,11	131,135,146	98	49	0.925646584304	1.0	0.095,0.093,0.063	0.09,0.132,0.036	-0.002
3120	"ENSMUSG00000095567"	"Noc2l"	chr4	+	156327022	156328080	156327022	156327134	156327966	156328080	3120	115,150,68	75,116,57	57,69,89	50,52,53	98	49	0.875453716304	1.0	0.434,0.393,0.374	0.363,0.399,0.456	-0.006
3121	"ENSMUSG00000008206"	"Cers4"	chr8	+	4569462	4570308	4569462	4569513	4570215	4570308	3121	21,9,24	43,22,42	29,31,24	53,61,52	98	49	0.935551888186	1.0	0.196,0.17,0.222	0.215,0.203,0.187	-0.006
3122	"ENSMUSG00000008206"	"Cers4"	chr8	+	4569462	4570682	4569462	4570308	4570553	4570682	3122	35,34,34	32,33,31	45,37,47	46,54,38	98	49	0.542343025528	1.0	0.354,0.34,0.354	0.328,0.255,0.382	0.028
3123	"ENSMUSG00000067713"	"Prkag1"	chr15	-	98713063	98713240	98713063	98713118	98713194	98713240	3123	66,50,55	96,136,145	50,50,53	134,129,108	98	49	0.544415103909	1.0	0.256,0.155,0.159	0.157,0.162,0.197	0.018
3124	"ENSMUSG00000064307"	"Lrrc51"	chr7	-	101562195	101562790	101562195	101562419	101562641	101562790	3124	4,8,15	2,2,1	10,11,14	0,0,0	98	49	0.00413545385461	0.11756705919422372	0.5,0.667,0.882	1.0,1.0,1.0	-0.317
3126	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107628917	107629152	107628917	107628990	107629074	107629152	3126	13,6,9	268,200,284	14,9,7	258,291,259	98	49	1	1.0	0.024,0.015,0.016	0.026,0.015,0.013	0.0
3127	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107634107	107637590	107634107	107634191	107637520	107637590	3127	152,112,152	18,14,13	182,174,168	20,19,12	98	49	0.662554396918	1.0	0.809,0.8,0.854	0.82,0.821,0.875	-0.018
3128	"ENSMUSG00000070424"	"Art5"	chr7	-	101746987	101747717	101746987	101747141	101747422	101747717	3128	11,3,2	0,0,0	8,7,5	1,0,0	98	49	1	1.0	1.0,1.0,1.0	0.8,1.0,1.0	0.067
3129	"ENSMUSG00000070424"	"Art5"	chr7	-	101746987	101747717	101746987	101747141	101747435	101747717	3129	12,3,2	0,0,0	6,9,6	1,0,0	98	49	1	1.0	1.0,1.0,1.0	0.75,1.0,1.0	0.083
3131	"ENSMUSG00000021262"	"Evl"	chr12	+	108649453	108649669	108649453	108649520	108649606	108649669	3131	164,95,105	215,164,187	87,125,93	131,170,110	98	49	0.242330594089	0.8573298850323494	0.276,0.225,0.219	0.249,0.269,0.297	-0.032
3132	"ENSMUSG00000062312"	"Erbb2"	chr11	+	98323736	98324079	98323736	98323875	98323956	98324079	3132	3,1,1	8,1,2	5,2,2	6,14,9	98	49	0.717608408362	1.0	0.158,0.333,0.2	0.294,0.067,0.1	0.077
3133	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3656503	3657890	3656503	3656820	3657790	3657890	3133	2,0,2	1,3,1	1,0,1	0,1,2	98	49	0.215327668343	0.8280695265041569	0.5,0.0,0.5	1.0,0.0,0.2	-0.067
3134	"ENSMUSG00000044433"	"Camsap3"	chr8	+	3658188	3658512	3658188	3658301	3658393	3658512	3134	2,1,1	2,1,2	2,1,0	0,3,3	98	49	0.889091548937	1.0	0.333,0.333,0.2	1.0,0.143,0.0	-0.092
3139	"ENSMUSG00000035585"	"Tsen34"	chr7	+	3697596	3698226	3697596	3697843	3697976	3698226	3139	7,9,3	32,31,32	10,9,4	36,40,44	98	49	0.970514448759	1.0	0.099,0.127,0.045	0.122,0.101,0.043	0.002
3140	"ENSMUSG00000068882"	"Ssb"	chr2	+	69697615	69697896	69697615	69697723	69697795	69697896	3140	124,149,87	264,381,248	125,110,145	219,244,239	98	49	0.015367960952	0.25930610690644357	0.19,0.164,0.149	0.222,0.184,0.233	-0.045
3141	"ENSMUSG00000041777"	"Cir1"	chr2	-	73136233	73136685	73136233	73136282	73136620	73136685	3141	27,20,37	107,74,92	18,11,12	92,101,110	98	49	0.000124821291273	0.016602998669399693	0.112,0.119,0.167	0.089,0.052,0.052	0.068
3144	"ENSMUSG00000037032"	"Apbb1"	chr7	-	105216460	105216691	105216460	105216546	105216634	105216691	3144	2,0,0	10,10,0	1,0,1	14,9,10	98	49	1	1.0	0.091,0.0,NA	0.034,0.0,0.048	0.018
3145	"ENSMUSG00000030890"	"Ilk"	chr7	+	105389977	105390250	105389977	105390074	105390166	105390250	3145	49,48,64	281,272,296	60,67,69	304,296,324	98	49	0.416981565644	0.9730104715882687	0.08,0.081,0.098	0.09,0.102,0.096	-0.01
3146	"ENSMUSG00000030890"	"Ilk"	chr7	+	105390580	105390914	105390580	105390690	105390786	105390914	3146	137,85,106	186,201,227	132,125,123	232,218,203	98	49	0.48735706836	1.0	0.269,0.175,0.189	0.221,0.223,0.233	-0.015
3147	"ENSMUSG00000043866"	"Taf10"	chr7	-	105392432	105392699	105392432	105392547	105392634	105392699	3147	16,19,18	274,306,266	21,28,26	295,278,256	98	49	0.0634407036782	0.5069170855054254	0.028,0.03,0.033	0.034,0.048,0.048	-0.013
3148	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105399386	105400936	105399386	105399537	105400796	105400936	3148	33,31,44	83,79,94	56,47,54	107,108,96	98	49	0.273060295666	0.8790694735836831	0.166,0.164,0.19	0.207,0.179,0.22	-0.029
3149	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105401188	105401403	105401188	105401260	105401377	105401403	3149	15,10,13	122,104,91	13,9,9	131,138,106	98	49	0.159153239498	0.7358257537936856	0.058,0.046,0.067	0.047,0.032,0.041	0.017
3150	"ENSMUSG00000036862"	"Dchs1"	chr7	-	105406472	105406948	105406472	105406603	105406793	105406948	3150	0,0,1	0,0,1	1,0,0	1,3,1	98	49	1	1.0	NA,NA,0.333	0.333,0.0,0.0	0.222
3151	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88539217	88539640	88539217	88539285	88539582	88539640	3151	22,18,17	124,130,100	28,22,22	142,148,137	98	49	0.799467398307	1.0	0.081,0.065,0.078	0.09,0.069,0.074	-0.003
3152	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88540219	88540674	88540219	88540349	88540564	88540674	3152	49,45,46	92,108,79	62,64,69	105,95,90	98	49	0.0667081668998	0.5217643476763699	0.21,0.172,0.225	0.228,0.252,0.277	-0.05
3153	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88540219	88540674	88540219	88540349	88540601	88540674	3153	154,171,143	11,8,8	155,160,176	14,11,12	98	49	0.2963951446	0.9013441033755415	0.875,0.914,0.899	0.847,0.879,0.88	0.027
3154	"ENSMUSG00000028059"	"Arhgef2"	chr3	+	88550232	88550523	88550232	88550346	88550455	88550523	3154	38,24,27	108,98,81	29,39,35	88,115,116	98	49	0.807514971119	1.0	0.15,0.109,0.143	0.141,0.145,0.131	-0.005
3155	"ENSMUSG00000038530"	"Rgs4"	chr1	-	169571919	169572305	169571919	169572086	169572243	169572305	3155	1,0,0	7,2,5	0,1,0	14,8,10	98	49	1	1.0	0.067,0.0,0.0	0.0,0.059,0.0	0.003
3160	"ENSMUSG00000035673"	"Sbno2"	chr10	-	79902664	79903228	79902664	79902770	79903110	79903228	3160	7,7,13	56,38,51	7,5,4	61,83,48	98	49	0.0143282007633	0.2509561287694783	0.059,0.084,0.113	0.054,0.029,0.04	0.044
